origins,destinations,path,free_flow_time,route_id,total_length,mean_speed,speed_std,speed_range,pct_high_speed,pct_high_capacity,pct_mid_capacity,pct_local,road_type_entropy,lane_changes_per_km,priority_changes_per_km,yield_priority_changes_per_km,traffic_lights_per_km,bearing_std,turns_per_km,left_yield_turns_per_km,mean_circuity,edges_per_km,edge_dist_from_shortest,mean_edge_dist_to_other_routes,max_edge_dist_to_other_routes,spatial_distinct_rank_for_OD,cluster
-136728347#4,-128361102#1,"-136728347#4,-26642362#5,-22716072#5,22716073,-26642362#2,-25145014#4,25187892,-28111977#6,-28111977#5,-32395414#1,-32395414#0,-31860333#3,-31860333#2,-28111977#1,37681424#1,18809672#6,-170425366#6,-18809672#4,-18809672#1,-285549250#1,-128361102#1",2.4993543277642227,f0dca74d4b4a7a5afc95d92e789984171164f9a2b1c2d03025230706fdba1dbf,2356.125814516211,42.37885714285715,9.960228844186837,20.016000000000005,0.762583712119461,0.0,0.2883557116277331,0.7116442883722668,0.8441155871697543,0.0,2.122127761257376,0.8488511045029505,0.4244255522514752,86.79308353045413,1.697702209005901,0.8488511045029505,2.188329316257104,8.91293659728098,0.8888888888888888,0.6970738369954671,0.9090909090909092,0.4166666666666667,2
-136728347#4,-128361102#1,"128906555,-25187891,25145014#2,25145014#3,25145014#4,26642362#2,-22716073,-22716072#3,-18809672#1,-285549250#1,-128361102#1",1.7738863435943133,bd3d2e13f41d30ccb8631635d5afe4d2acafc1e8dce19a1256e4f25a9852dbaa,1624.1229231110103,44.54509090909091,9.349460919802228,20.016000000000005,0.7095364402022991,0.0,0.4183195288124486,0.5816804711875513,0.7578303307965597,0.0,1.84715082664648,0.6157169422154932,0.6157169422154932,66.62579641943978,1.84715082664648,0.0,1.993539135554394,6.772886364370426,0.8888888888888888,0.6935688253471902,0.90625,0.1666666666666666,3
-136728347#4,201238726#0,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,22690205#2,22690206#0,-22879845,-23436553#4,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0",2.6705213331091766,dca3bbec9ac6c97744b46f52061007dc7eea51350675d925d1bd5e36f9e05574,1964.725055623955,45.0,14.143269438146191,59.976000000000006,0.7115432366079324,0.0,0.3628352678933663,0.4854371422905757,1.5033259481683143,2.035908275588049,2.035908275588049,1.0179541377940244,0.5089770688970122,91.19293115074846,1.5269312066910368,0.5089770688970122,3.3694609002546985,8.143633102352196,0.9666666666666668,0.7172539505633317,0.9696969696969696,0.3333333333333333,0
-136728347#4,201238726#0,"-136728347#4,-26642362#5,-22716072#5,-22716072#3,-18809672#1,10427692#0,10427692#2,10427692#3,10427692#4,10427692#5,10427692#6,10427692#7,10427692#7.50,10427692#8,201238726#0",1.3315253997066556,257df59eee22da89df7bf1d4668cd05cd88524aee86743c306b8b491e5788063,1199.9997969996575,65.99279999999999,21.314140722601447,50.004000000000005,0.6290501477274881,0.0,0.6096129341458293,0.3903870658541709,1.1632921134485943,1.6666669486116343,2.5000004229174513,0.8333334743058172,0.8333334743058172,56.45692807434087,1.6666669486116343,0.8333334743058172,1.622668415147042,12.500002114587256,0.0,0.7757235024700955,0.9705882352941176,0.5833333333333334,1
-136728347#4,201238726#0,"128906555,233675413#0,233675413#1,22716069#0,22716069#1,25145012#5,25145011#1,-233675413#6,22690205#0,22690205#2,22690205#3,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0",2.973709217334141,02603c3e89e99faea34b1e6dba2cf112144013250b839780ea822b29c1c4bdb9,2210.2329006747523,45.29435294117647,13.747836488613297,59.976000000000006,0.7163871978707674,0.0,0.3075496732574254,0.5575763063395498,1.4673839631231242,0.9048820146462524,2.714646043938757,1.3573230219693786,0.4524410073231262,94.20544503960038,2.262205036615631,0.0,3.7905015350430302,7.691497124493146,0.967741935483871,0.7272947658397932,0.9705882352941176,0.4166666666666667,2
-136728347#4,201238726#0,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,22690205#2,22690205#3,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0",2.5335484301971123,ee5c274c6b6b868c4ee178d742ea24c2883decfffd470f3c38aa3cbf292d2067,1794.2361339047834,44.285142857142866,15.046713757531872,59.976000000000006,0.6506310766608083,0.0,0.3973119972468225,0.4365432062529065,1.5017682162905746,2.229360965602018,2.229360965602018,1.114680482801009,0.5573402414005045,85.80865176352576,1.6720207242015137,0.5573402414005045,3.077076093528193,7.802763379607064,0.9642857142857144,0.6803590247616013,0.967741935483871,0.0833333333333333,3
-136728347#4,201956811#0,"128906555,-25187891,-25145014#1,25187889,25145012#3,25145012#4,22716069#2,653473569#2,653473569#3,653473569#5,164051413,124812857#0,201956811#0",1.3042596592272615,ab0fa8401d61f3575d6ce0fc5d19bdba1ca746579159c1a6af5b567ac9d495f3,1306.3383827585867,50.00400000000001,7.395563270997246e-15,0.0,1.0,0.0,0.5755239673929893,0.4244760326070108,1.0738521530059109,3.0619937780234436,3.0619937780234436,1.5309968890117218,1.5309968890117218,42.48879766747632,3.0619937780234436,0.7654984445058609,1.2845902317960454,9.951479778576193,0.8571428571428572,0.6160468014957178,0.8571428571428572,0.6666666666666666,0
-136728347#4,201956811#0,"128906555,233675413#0,233675413#1,22716069#0,22716069#1,25145012#5,25145012#6,25145012#7,104010354,124812857#0,201956811#0",1.265586753059755,8fb386c1e24ab5657332e6cda71142bd487daff7c2318271ec16289f08fc3f54,1250.491090006039,50.00400000000001,7.452235082682191e-15,0.0,1.0,0.0,0.6230943060943016,0.3769056939056984,0.8316419012912432,3.19874330330549,2.399057477479117,1.599371651652745,1.599371651652745,40.839223054257495,2.399057477479117,0.7996858258263725,1.229672694587438,8.796544084090097,0.0,0.6048284450796412,0.8571428571428572,0.5,1
-136728347#4,201956811#0,"128906555,-25187891,-25145014#1,25187889,25145012#3,25145012#4,22716069#2,653473569#2,25145011#0,25145012#6,25145012#7,104010354,124812857#0,201956811#0",1.5020638348932085,c85db8abbcfa11a8128051aa7df19321bc1b757928c7b54525e13f7e98d61f53,1497.437989600035,50.00400000000001,7.373650442769571e-15,0.0,1.0,0.0,0.4208838158292164,0.5791161841707835,0.8978745621249166,2.6712291445660448,3.339036430707556,2.0034218584245336,1.3356145722830224,52.25283732562041,3.339036430707556,1.3356145722830224,1.4725083788003466,9.349302005981157,0.6842105263157895,0.6547111223028085,0.875,0.8333333333333334,2
-136728347#4,201956811#0,"128906555,233675413#0,233675413#1,22716069#0,22716069#1,25145012#5,25145012#6,-25145013#0,653473569#5,164051413,124812857#0,201956811#0",1.292260619150468,8f8163dd00459776a7459fb7deaa1666d298274b8af69310ac490ca7d34168c9,1278.671549428636,50.00400000000001,7.421376833848022e-15,0.0,1.0,0.0,0.632871480960769,0.3671285190392311,0.9647256246372318,3.128246657077314,3.128246657077314,1.564123328538657,1.564123328538657,41.62892937549889,3.128246657077314,0.7820616642693287,1.2573840007693389,9.384739971231944,0.3571428571428571,0.5593443024592758,0.8181818181818181,0.1666666666666666,3
-136728347#4,272042145,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,22690205#2,22690206#0,-22879845,-23436553#4,-23436553#3,-218647947#1,-24634510#6,-138300620#6,176550249#3,176550249#4,201201950#0,-24634411,160314345#1,-24634413#0,201201950#3,201201950#4,272042145",4.323801651716101,6b305363ca64cb32b9508bd0b1602a1507f1caa7f796e0977b58a4d3be925607,3253.4252264081742,42.60834782608696,10.543764855499354,29.988000000000007,0.6483586438480428,0.2351254348873157,0.1829241411544514,0.4046247149894761,1.4248678126438628,2.458946938464637,2.458946938464637,1.5368418365403984,0.6147367346161593,69.54365304916966,1.844210203848478,0.922105101924239,2.072326925052678,7.069472448085833,0.4444444444444444,0.485818609758088,0.6129032258064516,0.75,0
-136728347#4,272042145,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,23436553#0,23436553#2,-218647947#1,-24634510#6,-138300620#6,176550249#3,176550249#4,201201950#0,201201950#1,201201950#2,201201950#3,201201950#4,272042145",3.478556411791478,791fdb265fa101bef711cf2b6aa06d3df159811095ccd3da368d5e9b83d9436f,2747.598999470669,45.26526315789474,9.645217587788755,29.988000000000007,0.7277989052612858,0.3224186772513627,0.2166000262285708,0.2510103600912747,1.4681989563704407,2.1837247724853275,2.1837247724853275,1.4558165149902185,0.7279082574951092,54.80912184461406,1.819770643737773,1.4558165149902185,1.7501319346862734,6.915128446203537,0.0,0.4198557078991861,0.6,0.0833333333333333,1
-136728347#4,272042145,"128906555,-25187891,-25145014#1,-25145014#0,-22716069#0,233675413#2,233675413#3,22690205#0,23436553#0,23436553#2,-218647947#1,-24634510#6,-24634510#5,-24634510#0,201238724,201238718#1,201201950#0,-24634411,160314345#1,-24634413#0,201201950#3,201201950#4,272042145",4.667449881346327,99a7a7806413548314524dd6547eb0d940e92daeb0c74de664f3196dc96d307d,3474.888098777065,43.47860869565218,10.277435237801004,29.988000000000007,0.6186351772657458,0.0790180680382052,0.1219089882996643,0.6330486233242455,1.4363152935047483,2.3022324093876523,3.165569562908022,1.726674307040739,0.5755581023469131,67.1894870953312,2.8777905117345655,1.151116204693826,2.2133916311305355,6.6189181769895,0.6,0.5748561806902329,0.6764705882352942,1.0,2
-136728347#4,272042145,"128906555,233675413#0,233675413#1,233675413#2,233675413#3,22690205#0,23436553#0,23436553#2,-218647947#1,-24634510#6,-138300620#6,176550249#3,176550249#4,-201238718#1,-201238718#0,160314345#0,160314345#1,160314345#2,-24634414#1,201201950#4,272042145",4.122012123809906,89c6e72a7a982bb8ce70b96c28d4723520f9df6e82bafe05186913a5383ec767,3088.169410767982,41.90400000000001,10.784136349286396,29.988000000000007,0.6227630776484308,0.1779952156954024,0.2768067741559302,0.358383150562905,1.614968187571038,2.590531455983342,2.91434788798126,1.9428985919875064,0.6476328639958355,62.2008524723988,2.590531455983342,1.6190821599895888,1.9670643010670643,6.800145071956273,0.4,0.4581431368682904,0.6666666666666667,0.4166666666666667,3
-136728347#4,306240162#0,"128906555,-25187891,-25145014#1,-25145014#0,22716069#1,25145012#5,25145011#1,-233675413#6,22690205#0,22690205#2,22690205#3,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0,201238726#0.117,201238726#1,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",3.4520307687810643,17ab7e7b58b9d03479dcb718c60ca843c77de318e1e01e35a696c70a4b218bd0,2956.4540492776805,53.20224,18.194737630424903,79.99199999999999,0.7879722343488681,0.0,0.4024494630459823,0.4967192734294332,1.399350811995946,3.044187344024128,2.3677012675743216,1.0147291146747093,1.3529721528996124,69.00622241905361,1.6912151911245157,0.0,2.2471719872554687,8.456075955622577,0.7804878048780488,0.509786062670891,0.7857142857142857,0.5833333333333334,0
-136728347#4,306240162#0,"-136728347#4,-201963533#5,-201963533#4,-201963533#1,-201963533#1.120,-201963533#1.145,-201963533#0,10427692#0,10427692#2,10427692#3,10427692#4,10427692#5,10427692#6,10427692#7,10427692#7.50,10427692#8,201238726#0,201238726#0.117,201238726#1,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",1.4165872570671618,a2fdc45634d576f1de26d8a23574308cd98ff46d923ee0f6a22aec491495968f,1866.4080146166264,68.4,14.905594117645895,50.00399999999999,1.0,0.0,1.0,0.0,0.5675406011727108,8.036827897506166,1.0715770530008222,0.5357885265004111,2.6789426325020553,42.089783659661016,0.5357885265004111,0.0,1.3021609302216477,13.394713162510277,0.0,0.7126782556190285,0.8666666666666667,0.9166666666666666,1
-136728347#4,306240162#0,"128906555,233675413#0,233675413#1,22716069#0,22716069#1,25145012#5,25145011#1,-233675413#6,22690205#0,23436553#0,23436553#2,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0,201238726#0.117,201238726#1,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",3.667629103147208,d2c540a5dbdba4345494f88d253d05502f3cafd2e84389cda0a850310407b28b,3063.7375714431955,54.1695,17.91745361615195,79.99199999999999,0.7558865803226716,0.0,0.4609441686900811,0.4417553966644609,1.3766100124224516,2.937588416151611,2.284790990340142,0.9791961387172036,1.3055948516229383,72.72245174990091,1.9583922774344071,0.3263987129057346,2.3287171496987504,7.833569109737629,0.775,0.5080184849488595,0.775,0.5,2
-136728347#4,306240162#0,"128906555,-25187891,-25145014#1,-25145014#0,-22716069#0,233675413#2,233675413#3,22690205#0,22690205#2,22690205#3,-23436553#3,-218647947#1,24634510#7,24634510#9,24634510#16,201238726#0,201238726#0.117,201238726#1,201238719#0,170018165#0,170018165#1,170018165#2,170018165#2.175,306240162#0",3.1988390241206375,e1f9060ae10f46f4a616b5a75b23f94bc7e26a206178238f86ca04ab2bc98c0c,2728.225433534562,53.3355,18.57360038848969,79.99199999999999,0.7702351357723142,0.0,0.4482541893674582,0.4424795477801956,1.4160510961002677,4.031924878637654,2.5657703773148706,1.099615875992087,1.4661545013227832,65.5955873649072,1.832693126653479,0.3665386253306958,2.0736976347238163,8.796927007936699,0.775,0.5009060242313832,0.775,0.3333333333333333,3
-137132992#2,201956820,"-137132992#2,137132997,137132994#1,137132996,-22724699#11,-22724699#6,173203413#0,201201953#4,201201953#10,201201953#12,176550246,-201238726#1,-201238726#0,-201238726#0.98,-24634510#18,-24634510#15,-24634510#8,204588664#0,23436553#3,23436553#4,22879845,-22690206#0,-22690205#2,-22690205#1,233675413#4,-25145011#2,25145012#6,25145012#7,104010354,124812857#0,201956819#0,201956820",4.53048581611732,56ae5099f5a2013b0efcce39b49dc813188c251b892b7af38ae6ae3522cfe192,3474.512885722338,45.62325,15.015488861237106,59.976000000000006,0.7330186708152384,0.1978098140221396,0.1746196715472853,0.5417734524694511,1.562347813464337,3.7415316700710264,2.3024810277360164,1.1512405138680082,1.726860770802012,72.62686565651043,2.014670899269014,0.5756202569340041,2.324655934886856,9.209924110944064,0.803921568627451,0.5230827137992681,0.8113207547169812,0.5,0
-137132992#2,201956820,"-137132992#2,137132997,137132994#1,137132996,-22724699#11,-22724699#6,-22724699#2,-22724699#1,-201201945#2,-201201945#1,-201201945#0,-201201945#0.78,-174800513,-201238718#1,-201238718#0,-315392062#4,-24693977#1,-24693977#0,201089423#0,201089423#2,32124744,32124743,285716192#0,285716192#0.83,201963535,104010354,124812857#0,201956819#0,201956820",2.6148759863916764,7e9e77cc4ec05362b19cca6dc865381112290aac0279a33813ed53bf4fc75ea1,2224.219505845126,44.48234482758619,9.104454264165202,20.016000000000005,0.7631368929130906,0.0,0.7631368929130906,0.2368631070869093,1.069944468375802,4.945555045755425,0.8991918265009863,0.0,3.147171392753452,62.75483360475547,0.8991918265009863,0.0,1.488135242209368,13.0382814842643,0.0,0.6296813695851021,0.8301886792452831,0.6666666666666666,1
-137132992#2,201956820,"-137132992#2,137132997,137132994#1,137132996,-22724699#11,-22724699#6,173203413#0,201201953#4,201201953#10,201201953#12,176550246,-201238726#1,-201238726#0,-201238726#0.98,-24634510#18,-24634510#15,-24634510#8,204588664#0,-23436553#2,-23436553#1,-22690205#1,233675413#4,-25145011#2,-25145011#0,653473569#3,653473569#5,164051413,124812857#0,201956819#0,201956820",4.69850939703997,b2075914a93ee582bc90cf766803be3dd96708f4718b3f48db0447945392b586,3471.081526155368,45.99839999999998,15.224229711786451,59.976000000000006,0.6805631659172884,0.1980053601632115,0.2098193105452042,0.5062934521029411,1.637436827846956,3.745230384836,2.5928518048864615,1.1523785799495383,1.728567869924308,73.11367045743833,2.5928518048864615,0.5761892899747693,2.3223601510908405,8.64283934962154,0.8200000000000001,0.5187982637112145,0.8269230769230769,0.4166666666666667,2
-137132992#2,201956820,"-137132992#2,137132997,137132994#1,137132996,-22724699#11,-22724699#6,173203413#0,201201953#4,201201953#10,201201953#12,176550246,-201238726#1,-201238726#0,-201238726#0.98,-24634510#18,-24634510#15,-24634510#8,204588664#0,-23436553#2,-23436553#1,-22690205#1,233675413#4,233675413#7,-25145013#1,25145012#7,104010354,124812857#0,201956819#0,201956820",4.615164064666559,a1df621f0533d271f5de94fdd9df585b06db7bd2cd7acb6232993bda1316256f,3387.6370173030505,45.86027586206895,15.474564196255718,59.976000000000006,0.672694775770049,0.2028826418626833,0.2087265792484866,0.5003934533730143,1.6063783155165348,3.837483158201376,2.361528097354693,1.1807640486773463,1.7711460730160198,71.9697758992382,2.361528097354693,0.5903820243386733,2.2665308077793305,8.560539352910762,0.7916666666666666,0.4825943335165194,0.8,0.1666666666666666,3
-137454133#5,201238729#3,"-137454133#5,-137454133#1,-137454133#0,-224892361#6,-224892361#2,-224892361#1,-286646456#0,-224251774#1,-224251774#0,224251776#0,-170018165#3,-170018165#2.164,-170018165#2.210,-170018165#1,-170018165#0,137133006#0,175770996#0,201238729#3",1.1285078604870122,71d17efbb40965c8e427088a9de3731cbdbd63a6fe84cbe03cb796d05356e580,1744.507954258448,66.11200000000001,14.603754360155634,50.00399999999999,1.0,0.2277117268505005,0.6382399728812231,0.1340483002682762,1.331745455940447,9.744868149498537,1.7196826146173887,0.0,1.7196826146173887,85.21071375206128,1.1464550764115926,0.0,2.458364726842313,10.318095687704332,0.7272727272727273,0.6980485974294024,0.7352941176470589,0.75,1
-137454133#5,201238729#3,"-137454133#5,-137454133#1,-137454133#0,-224892361#6,-224892361#2,-224892361#1,286646456#1,315358255#0,-315358257#2,-315358257#0.26,-201089420#1,-201201945#8,-201201945#7,-201201945#6,22724699#0,22724699#2,173203413#0,201201953#4,201201953#10,201201953#12,176550246,201238719#0,137133006#0,175770996#0,201238729#3",2.766490087347353,5330437cfb548edd7bc134c89d73fae47688bfbc623f0ee6ef0cd129a386d874,3199.8165353153568,58.40064,18.85900777453575,70.02,0.9481396188915294,0.3389374529886922,0.4730832050456929,0.1879793419656148,1.2775174885613985,6.5628762675077414,1.5625895875018432,0.6250358350007372,1.2500716700014745,119.70073286044706,1.2500716700014745,0.0,4.509189014348663,7.812947937509216,0.8333333333333334,0.7821350762527234,0.8333333333333334,1.0,2
-137454133#5,201238729#3,"-137454133#5,-137454133#1,-137454133#0,224892361#7,-170018165#0,137133006#0,137133006#1,201238729#1,201238729#2,201238729#3",0.4965136221954827,17f19b9575cedbc45f2431ea2176e58603b2ecc227e07e5d43437f067a45b287,969.7620716464772,54.003600000000006,9.65788225233669,29.988,1.0,0.4420938387743054,0.3167662642241535,0.2411398970015411,1.2869949272050505,5.1559038512518045,3.093542310751083,0.0,2.062361540500722,68.17531972085806,3.093542310751083,0.0,1.366591000371005,10.311807702503607,0.0,0.6414141414141414,0.8333333333333334,0.5,3
-160314345#2,386687235,"-160314345#2,-24634413#0,201201950#3,24634414#1,160314345#3,-24634417,386687239#1,202092676#0,386687235",1.5285910764593815,4c2a8d61784dbafa2b0e518bd43ebc5fd90a86834650636bf4d2baaa67f43f7d,1102.4015111897545,38.884,10.549358274321715,20.016000000000005,0.3325737098544998,0.1189982455672797,0.0,0.6674262901455001,0.8528735556630868,2.7213315380548457,3.628442050739794,0.9071105126849484,0.9071105126849484,74.69188465006218,2.7213315380548457,0.0,3.2116321643250836,8.163994614164537,0.8666666666666667,0.7060645034047792,0.9473684210526316,0.1666666666666666,0
-160314345#2,386687235,"160314345#2,160314345#3,160314345#4,-315358245,-202092675.36,-4942389#1,-4942389#0,386687235",0.5576464279016141,e5ea16011956408938b93dd624eb3c86793326726668a863009a4e27d78fd2e1,543.2705645819111,42.498000000000005,10.359264176847423,20.016000000000005,0.5001034271106443,0.0,0.2525118864804713,0.4998965728893558,1.0397682344687815,5.522110336142973,3.681406890761982,0.0,1.840703445380991,42.32759134713388,3.681406890761982,0.0,1.2408936539852948,14.725627563047928,0.0,0.8242256480892844,0.95,0.9166666666666666,1
-160314345#2,386687235,"-160314345#2,-24634413#0,201201950#3,24634414#1,24634414#2,24634416,-315358253#0,-315358248#1,-160314345#4,-24634417,386687239#1,202092676#0,386687235",2.0437845404540504,0d44f2848d89f313b6879fcda456cbcb6e4b77440d514e1778ff1f21bc4b96b3,1504.3777526719543,40.765846153846155,10.385792425602023,20.016000000000005,0.4282644036184537,0.0872013997211142,0.0816115669355517,0.6746798567614517,0.9729963923549316,3.3236333036163312,3.9883599643395975,1.3294533214465325,0.6647266607232662,95.17645612838976,3.3236333036163312,0.6647266607232662,4.382711678762109,8.641446589402461,0.95,0.7100976877314082,0.9565217391304348,0.25,2
-160314345#2,386687235,"160314345#2,24634414#2,24634416,-315358253#0,-315358248#1,-160314345#4,-24634417,386687239#1,202092676#0,386687235",1.1593926267411214,72d6402b88b54365e852d00612a09288f9efe94de4c1325b39bf416bc1bc7f7f,968.9576577709536,41.997600000000006,10.336217954358355,20.016000000000005,0.5295253009331305,0.0,0.1267079367956902,0.6303032053372712,0.8964473293342158,3.096110522415782,4.128147363221043,1.0320368408052607,1.0320368408052607,71.99374186537447,3.096110522415782,1.0320368408052607,2.2132128756759557,10.320368408052609,0.875,0.7538563377080123,0.95,0.5,3
