id,start_time,origin,destination,kind
106,97,8,20,Human
107,99,3,7,Human
108,101,24,1,Human
109,101,7,4,Human
110,105,7,7,Human
111,106,25,9,Human
112,109,7,7,Human
113,111,8,21,Human
114,112,4,18,Human
115,112,9,13,Human
116,116,3,7,Human
117,119,26,9,Human
118,119,25,0,Human
119,125,13,3,Human
120,126,20,2,Human
121,127,27,6,Human
122,128,20,0,Human
123,128,13,4,Human
124,129,5,1,Human
125,129,8,22,Human
126,131,13,3,Human
127,132,5,1,Human
128,133,28,12,Human
129,133,7,7,Human
130,134,5,1,Human
131,134,15,23,Human
132,135,25,9,Human
133,136,13,3,Human
134,136,5,1,Human
135,137,3,6,Human
136,138,14,2,Human
137,139,13,10,Human
138,140,29,18,Human
139,141,30,7,Human
140,141,13,4,Human
141,142,9,13,Human
142,142,15,0,Human
143,142,9,10,Human
144,143,5,13,Human
145,144,15,0,Human
146,145,3,7,Human
147,147,12,6,Human
148,149,20,24,Human
149,149,4,12,Human
150,149,9,10,Human
151,150,9,25,Human
152,152,31,12,Human
153,152,7,20,Human
154,154,7,7,Human
155,154,20,4,Human
156,155,7,7,Human
157,156,7,12,Human
158,157,8,20,Human
159,157,25,0,Human
160,158,14,26,Human
161,160,32,10,Human
162,160,8,12,Human
163,160,14,2,Human
164,160,7,27,Human
165,164,2,7,Human
166,164,8,12,Human
167,166,2,7,Human
168,167,1,13,Human
169,167,33,6,Human
170,167,2,2,Human
171,168,8,12,Human
172,169,2,7,Human
173,171,2,7,Human
174,172,2,7,Human
175,173,20,0,Human
176,173,1,13,Human
177,176,3,7,Human
178,176,2,4,Human
179,177,8,8,Human
180,178,2,7,Human
181,179,7,12,Human
182,179,2,7,Human
183,181,7,7,Human
184,181,2,7,Human
185,181,4,6,Human
186,182,20,2,Human
187,182,7,12,Human
188,183,2,2,Human
189,183,7,7,Human
190,184,26,12,Human
191,185,2,2,Human
192,185,25,0,Human
193,185,7,12,Human
194,185,8,22,Human
195,186,7,7,Human
196,188,7,7,Human
197,189,34,28,Human
198,189,7,7,Human
199,191,7,7,Human
200,192,15,6,Human
201,192,7,7,Human
202,194,34,2,Human
203,194,5,1,Human
204,195,2,7,Human
205,197,35,3,Human
206,199,7,7,Human
207,200,2,0,Human
208,201,4,7,Human
209,202,4,12,Human
210,203,4,18,Human
211,204,7,7,Human
212,204,26,7,Human
213,211,20,0,Human
214,212,12,13,Human
215,212,7,7,Human
216,213,36,2,Human
217,213,7,29,Human
218,213,5,30,Human
219,219,5,30,Human
220,220,5,3,Human
221,221,13,2,Human
222,221,7,29,Human
223,221,37,7,Human
224,222,7,12,Human
225,223,13,10,Human
226,225,13,4,Human
227,225,5,13,Human
228,226,38,12,Human
229,226,7,7,Human
230,226,13,3,Human
231,228,13,10,Human
232,229,26,7,Human
233,229,3,6,Human
234,230,13,4,Human
235,231,13,3,Human
236,233,13,4,Human
237,233,3,31,Human
238,233,7,7,Human
239,234,13,3,Human
240,234,7,2,Human
241,235,4,32,Human
242,236,13,3,Human
243,237,20,0,Human
244,237,14,2,Human
245,238,13,10,Human
246,238,9,32,Human
247,238,7,12,Human
248,239,14,2,Human
249,240,8,12,Human
250,240,20,0,Human
251,240,7,12,Human
252,241,8,8,Human
253,243,14,2,Human
254,244,9,13,Human
255,245,7,29,Human
256,245,25,3,Human
257,245,26,22,Human
258,246,7,12,Human
259,246,25,3,Human
260,248,7,8,Human
261,248,2,7,Human
262,248,25,10,Human
263,249,2,7,Human
264,250,25,0,Human
265,251,28,12,Human
266,251,25,0,Human
267,253,8,8,Human
268,255,14,2,Human
269,256,5,13,Human
270,257,3,9,Human
271,257,7,2,Human
272,258,39,2,Human
273,258,7,7,Human
274,258,3,9,Human
275,260,2,7,Human
276,261,40,10,Human
277,261,1,13,Human
278,262,4,33,Human
279,263,3,12,Human
280,263,41,7,Human
281,264,5,13,Human
282,264,42,7,Human
283,264,8,12,Human
284,265,7,34,Human
285,266,7,12,Human
286,266,25,0,Human
287,267,2,7,Human
288,267,7,7,Human
289,268,43,35,Human
290,269,7,7,Human
291,269,2,7,Human
292,271,2,36,Human
293,272,2,7,Human
294,280,8,12,Human
295,280,7,20,Human
296,281,5,1,Human
297,282,8,12,Human
298,283,2,7,Human
299,283,1,30,Human
300,285,2,7,Human
301,286,25,18,Human
302,288,25,37,Human
303,289,2,38,Human
304,289,26,12,Human
305,289,25,10,Human
306,292,9,10,Human
307,292,7,39,Human
308,293,44,6,Human
309,293,7,7,Human
310,295,7,7,Human
311,296,7,7,Human
312,298,7,7,Human
313,299,2,7,Human
314,300,25,0,Human
315,301,2,7,Human
316,301,25,0,Human
317,302,7,12,Human
318,305,26,9,Human
319,305,8,8,Human
320,306,45,10,Human
321,306,46,12,Human
322,306,5,13,Human
323,307,47,10,Human
324,307,25,0,Human
325,308,7,40,Human
326,308,15,3,Human
327,309,25,0,Human
328,309,15,3,Human
329,311,5,30,Human
330,312,15,0,Human
331,313,15,2,Human
332,315,4,7,Human
333,317,4,12,Human
334,317,4,7,Human
335,317,15,2,Human
336,319,4,12,Human
337,319,4,12,Human
338,319,15,3,Human
339,320,7,7,Human
340,320,4,7,Human
341,321,15,2,Human
342,321,15,0,Human
343,321,7,12,Human
344,322,15,3,Human
345,323,9,41,Human
346,323,7,42,Human
347,324,4,20,Human
348,324,7,43,Human
349,324,15,44,Human
350,326,3,6,Human
351,326,9,10,Human
352,326,7,12,Human
353,326,15,3,Human
354,328,15,2,Human
355,329,48,3,Human
356,329,9,10,Human
357,330,15,3,Human
358,330,9,10,Human
359,331,25,3,Human
360,332,26,7,Human
361,332,15,45,Human
362,333,8,12,Human
363,333,13,2,Human
364,335,15,4,Human
365,335,2,7,Human
366,335,25,18,Human
367,335,14,46,Human
368,336,5,13,Human
369,336,15,4,Human
370,336,2,7,Human
371,337,25,10,Human
372,338,15,3,Human
373,338,25,3,Human
374,339,5,1,Human
375,340,15,10,Human
376,340,26,47,Human
377,340,2,7,Human
378,340,25,0,Human
379,341,15,2,Human
380,342,2,4,Human
381,342,25,0,Human
382,343,5,3,Human
383,344,5,13,Human
384,344,1,13,Human
385,344,26,2,Human
386,345,25,0,Human
387,346,5,1,Human
388,347,2,7,Human
389,347,4,6,Human
390,348,8,22,Human
391,348,20,48,Human
392,349,8,20,Human
393,351,2,7,Human
394,351,7,7,Human
395,352,14,2,Human
396,352,1,30,Human
397,353,2,7,Human
398,353,7,12,Human
399,354,14,2,Human
400,354,7,29,Human
401,355,4,6,Human
402,355,1,3,Human
403,356,49,6,Human
404,356,7,29,Human
405,357,7,29,Human
406,359,7,29,Human
407,360,7,12,Human
408,361,5,13,Human
409,362,14,2,Human
410,362,7,49,Human
411,364,15,10,Human
412,366,2,7,Human
413,368,7,29,Human
414,368,5,13,Human
415,370,23,7,Human
416,374,2,7,Human
417,375,50,29,Human
418,376,4,50,Human
419,377,51,0,Human
420,377,25,3,Human
421,377,5,13,Human
422,378,5,3,Human
423,379,2,6,Human
424,380,5,13,Human
425,380,2,51,Human
426,381,9,10,Human
427,382,52,12,Human
428,382,2,7,Human
429,382,5,1,Human
430,383,8,8,Human
431,383,53,52,Human
432,383,9,10,Human
433,384,2,7,Human
434,384,8,20,Human
435,386,2,7,Human
436,387,12,28,Human
437,387,1,53,Human
438,387,2,29,Human
439,387,20,0,Human
440,388,5,13,Human
441,389,2,7,Human
442,390,3,6,Human
443,390,54,3,Human
444,394,1,13,Human
445,394,3,29,Human
446,395,15,30,Human
447,395,7,29,Human
448,396,25,9,Human
449,396,7,12,Human
450,396,15,10,Human
451,398,7,4,Human
452,399,7,29,Human
453,399,15,10,Human
454,400,7,29,Human
455,401,15,10,Human
456,402,7,29,Human
457,403,15,3,Human
458,403,7,29,Human
459,405,15,4,Human
460,408,15,3,Human
461,410,15,0,Human
462,410,15,54,Human
463,411,7,29,Human
464,412,7,9,Human
465,413,55,10,Human
466,413,56,29,Human
467,414,57,6,Human
468,414,15,2,Human
469,414,7,6,Human
470,415,7,12,Human
471,416,20,0,Human
472,418,58,29,Human
473,418,15,3,Human
474,419,8,12,Human
475,419,2,7,Human
476,420,20,0,Human
477,420,8,12,Human
478,421,7,12,Human
479,421,15,3,Human
480,423,15,10,Human
481,423,7,3,Human
482,423,7,29,Human
483,424,25,3,Human
484,425,15,13,Human
485,426,25,0,Human
486,427,4,12,Human
487,427,2,7,Human
488,428,25,2,Human
489,429,59,29,Human
490,429,2,29,Human
491,430,25,2,Human
492,432,8,12,Human
493,434,25,3,Human
494,435,4,7,Human
495,436,12,7,Human
496,436,3,9,Human
497,438,2,29,Human
498,440,25,0,Human
499,443,1,1,Human
500,445,1,1,Human
501,446,26,12,Human
502,446,5,1,Human
503,446,1,13,Human
504,448,5,1,Human
505,449,1,1,Human
506,450,26,9,Human
507,450,2,29,Human
508,450,5,55,Human
509,450,3,12,Human
510,451,60,0,Human
511,451,2,4,Human
512,452,1,1,Human
513,452,5,1,Human
514,453,44,6,Human
515,454,1,1,Human
516,455,1,1,Human
517,455,5,1,Human
518,456,7,29,Human
519,456,1,2,Human
520,457,8,20,Human
521,458,1,56,Human
522,458,7,29,Human
523,459,1,1,Human
524,459,1,1,Human
525,459,7,9,Human
526,461,1,57,Human
527,461,1,4,Human
528,462,61,29,Human
529,462,1,1,Human
530,462,14,4,Human
531,463,1,58,Human
532,464,3,8,Human
533,464,4,7,Human
534,465,5,30,Human
535,465,1,2,Human
536,465,14,59,Human
537,466,62,12,Human
538,466,25,0,Human
539,466,63,13,Human
540,466,5,13,Human
541,467,25,0,Human
542,468,59,6,Human
543,469,14,2,Human
544,470,1,3,Human
545,473,1,0,Human
546,474,64,3,Human
547,474,2,4,Human
548,475,8,22,Human
549,477,8,22,Human
550,481,7,9,Human
551,482,12,12,Human
552,482,6,6,Human
553,482,3,60,Human
554,483,25,61,Human
555,483,7,12,Human
556,484,25,3,Human
557,487,65,7,Human
558,487,15,3,Human
559,489,15,10,Human
560,490,25,0,Human
561,491,15,3,Human
562,491,5,1,Human
563,491,9,13,Human
564,493,5,13,Human
565,493,15,2,Human
566,495,66,29,Human
567,495,5,1,Human
568,496,15,10,Human
569,497,5,13,Human
570,498,15,3,Human
571,498,15,0,Human
572,499,9,13,Human
573,500,8,12,Human
574,500,5,1,Human
575,500,15,10,Human
576,500,7,29,Human
577,501,15,0,Human
578,502,15,10,Human
579,504,67,7,Human
580,504,15,4,Human
581,505,68,12,Human
582,506,7,12,Human
583,507,15,10,Human
584,507,69,7,Human
585,508,5,1,Human
586,509,15,2,Human
587,511,25,2,Human
588,512,14,4,Human
589,512,15,10,Human
590,514,15,62,Human
591,515,70,18,Human
592,515,32,29,Human
593,516,25,63,Human
594,516,15,2,Human
595,517,25,3,Human
596,518,15,10,Human
597,518,8,20,Human
598,519,25,2,Human
599,519,15,3,Human
600,521,13,1,Human
601,521,25,64,Human
602,522,13,4,Human
603,524,2,29,Human
604,524,7,9,Human
605,525,26,9,Human
606,525,7,2,Human
607,526,15,10,Human
608,527,15,10,Human
609,528,71,0,Human
610,528,2,65,Human
611,528,8,12,Human
612,529,15,10,Human
613,529,2,9,Human
614,531,15,10,Human
615,531,72,29,Human
616,531,8,8,Human
617,533,7,29,Human
618,533,8,8,Human
619,534,7,9,Human
620,536,7,9,Human
621,537,2,29,Human
622,538,73,2,Human
623,538,8,12,Human
624,539,7,12,Human
625,539,25,0,Human
626,540,8,12,Human
627,541,7,12,Human
628,541,74,12,Human
629,541,26,9,Human
630,544,26,12,Human
631,546,5,13,Human
632,546,1,3,Human
633,546,2,29,Human
634,547,8,12,Human
635,547,2,29,Human
636,548,26,9,Human
637,549,2,9,Human
638,550,1,4,Human
639,551,7,12,Human
640,551,2,9,Human
641,551,75,1,Human
642,552,7,9,Human
643,553,1,66,Human
644,554,2,2,Human
645,555,76,29,Human
646,555,1,4,Human
647,557,25,0,Human
648,559,1,4,Human
649,561,3,9,Human
650,562,4,6,Human
651,563,4,7,Human
652,565,4,6,Human
653,566,1,3,Human
654,566,1,2,Human
655,568,25,0,Human
656,571,77,12,Human
657,572,4,7,Human
658,573,2,29,Human
659,573,7,12,Human
660,574,78,0,Human
661,574,1,67,Human
662,578,1,30,Human
663,578,15,10,Human
664,578,9,68,Human
665,579,50,20,Human
666,580,25,0,Human
667,581,15,13,Human
668,581,8,8,Human
669,582,15,3,Human
670,582,3,69,Human
671,583,9,13,Human
672,583,8,8,Human
673,584,15,10,Human
674,584,3,70,Human
675,584,25,0,Human
676,586,15,10,Human
677,587,15,71,Human
678,588,55,10,Human
679,588,15,3,Human
680,588,1,0,Human
681,590,15,46,Human
682,590,1,6,Human
683,593,15,0,Human
684,593,15,10,Human
685,593,9,72,Human
686,593,7,73,Human
687,594,75,13,Human
688,595,3,12,Human
689,595,15,10,Human
690,595,5,13,Human
691,596,3,74,Human
692,598,15,10,Human
693,599,7,9,Human
694,600,26,9,Human
695,600,15,3,Human
696,602,15,10,Human
697,603,25,3,Human
698,604,15,3,Human
699,605,79,2,Human
700,605,25,2,Human
701,605,8,12,Human
702,605,26,12,Human
703,605,13,2,Human
704,606,20,0,Human
705,606,25,9,Human
706,607,13,3,Human
707,608,13,2,Human
708,609,80,12,Human
709,610,13,10,Human
710,610,81,2,Human
711,611,13,3,Human
712,613,13,10,Human
713,614,13,3,Human
714,615,4,75,Human
715,616,13,3,Human
716,616,8,8,Human
717,616,82,76,Human
718,617,26,12,Human
719,618,13,10,Human
720,622,83,1,Human
721,622,8,8,Human
722,628,3,12,Human
723,629,7,12,Human
724,630,12,36,Human
725,630,20,0,Human
726,631,8,12,Human
727,633,8,12,Human
728,634,2,29,Human
729,635,8,8,Human
730,637,2,4,Human
731,640,1,2,Human
732,641,8,8,Human
733,645,84,29,Human
734,645,26,9,Human
735,647,1,2,Human
736,647,25,0,Human
737,649,25,0,Human
738,650,82,13,Human
739,652,85,3,Human
740,653,86,25,Human
741,657,3,51,Human
742,658,20,0,Human
743,661,20,0,Human
744,661,1,3,Human
745,662,9,0,Human
746,663,9,2,Human
747,663,1,2,Human
748,665,1,2,Human
749,666,3,12,Human
750,667,4,77,Human
751,667,13,3,Human
752,668,15,0,Human
753,670,4,6,Human
754,671,1,2,Human
755,673,25,0,Human
756,673,1,78,Human
757,673,34,79,Human
758,674,87,7,Human
759,674,25,0,Human
760,675,13,3,Human
761,675,1,0,Human
762,675,15,0,Human
763,676,7,51,Human
764,676,9,3,Human
765,676,41,8,Human
766,676,13,3,Human
767,677,1,30,Human
768,677,1,0,Human
769,678,88,12,Human
770,678,13,10,Human
771,679,4,7,Human
772,679,1,4,Human
773,679,15,0,Human
774,680,13,67,Human
775,680,20,58,Human
776,680,4,7,Human
777,680,4,7,Human
778,681,9,3,Human
779,681,15,0,Human
780,682,5,80,Human
781,682,20,0,Human
782,683,1,3,Human
783,683,1,81,Human
784,683,3,3,Human
785,684,13,3,Human
786,685,15,0,Human
787,686,89,3,Human
788,686,13,3,Human
789,686,26,9,Human
790,688,13,4,Human
791,688,3,18,Human
792,689,13,2,Human
793,690,25,2,Human
794,691,13,10,Human
795,692,8,12,Human
796,692,13,31,Human
797,693,66,6,Human
798,694,90,9,Human
799,694,13,3,Human
800,695,32,10,Human
801,695,5,13,Human
802,696,13,10,Human
803,697,75,1,Human
804,697,15,0,Human
805,697,13,10,Human
806,699,13,10,Human
807,701,13,2,Human
808,705,8,82,Human
809,707,13,10,Human
810,710,13,3,Human
811,711,7,2,Human
812,711,13,3,Human
813,713,2,2,Human
814,714,26,9,Human
815,714,5,13,Human
816,715,91,6,Human
817,715,13,2,Human
818,717,8,8,Human
819,718,8,20,Human
820,721,92,6,Human
821,724,8,12,Human
822,724,93,12,Human
823,725,26,12,Human
824,725,8,12,Human
825,726,26,8,Human
826,726,2,7,Human
827,726,94,9,Human
828,727,5,12,Human
829,727,1,36,Human
830,727,8,12,Human
831,729,95,1,Human
832,729,4,83,Human
833,731,1,0,Human
834,732,2,7,Human
835,733,96,6,Human
836,735,26,8,Human
837,736,39,1,Human
838,736,25,0,Human
839,737,3,6,Human
840,738,25,18,Human
841,741,97,12,Human
842,741,7,9,Human
843,741,5,0,Human
844,743,5,0,Human
845,744,7,8,Human
846,744,26,12,Human
847,744,5,13,Human
848,745,3,62,Human
849,746,98,9,Human
850,749,75,13,Human
851,751,99,6,Human
852,752,100,18,Human
853,752,101,7,Human
854,752,25,9,Human
855,755,25,0,Human
856,757,12,7,Human
857,757,13,2,Human
858,761,45,9,Human
859,762,13,2,Human
860,767,15,0,Human
861,767,26,9,Human
862,769,13,4,Human
863,770,13,10,Human
864,772,102,8,Human
865,772,13,4,Human
866,774,13,10,Human
867,775,4,9,Human
868,775,7,4,Human
869,775,13,4,Human
870,776,4,6,Human
871,777,13,3,Human
872,778,4,7,Human
873,779,13,10,Human
874,779,2,84,Human
875,780,4,9,Human
876,780,13,10,Human
877,780,5,3,Human
878,782,95,8,Human
879,782,5,4,Human
880,782,13,4,Human
881,783,7,4,Human
882,784,13,3,Human
883,786,26,8,Human
884,786,13,4,Human
885,787,4,33,Human
886,788,13,3,Human
887,788,8,8,Human
888,789,2,7,Human
889,790,3,7,Human
890,791,20,2,Human
891,791,3,7,Human
892,794,4,6,Human
893,794,4,9,Human
894,794,2,7,Human
895,795,3,7,Human
896,796,4,9,Human
897,797,4,7,Human
898,798,9,20,Human
899,801,4,9,Human
900,802,4,9,Human
901,802,8,85,Human
902,803,4,9,Human
903,803,5,1,Human
904,804,4,9,Human
905,804,41,12,Human
906,805,26,8,Human
907,805,4,7,Human
908,805,8,20,Human
909,805,20,0,Human
910,807,4,9,Human
911,807,20,0,Human
912,807,4,9,Human
913,809,20,0,Human
914,810,1,13,Human
915,811,3,4,Human
916,811,4,6,Human
917,812,103,12,Human
918,814,5,3,Human
919,814,3,7,Human
920,815,5,1,Human
921,816,26,9,Human
922,816,104,6,Human
923,816,3,2,Human
924,817,7,12,Human
925,817,5,1,Human
926,817,8,8,Human
927,818,26,9,Human
928,819,5,13,Human
929,820,7,29,Human
930,820,8,8,Human
931,822,5,3,Human
932,822,4,86,Human
933,824,8,8,Human
934,824,4,87,Human
935,825,5,2,Human
936,828,75,13,Human
937,832,12,6,Human
938,832,105,29,Human
939,832,34,0,Human
940,832,2,2,Human
941,833,106,6,Human
942,833,8,8,Human
943,835,3,88,Human
944,836,107,13,Human
945,838,108,2,Human
946,840,9,89,Human
947,842,20,2,Human
948,847,13,2,Human
949,847,26,8,Human
950,851,26,9,Human
951,851,95,90,Human
952,852,7,29,Human
953,853,7,4,Human
954,856,9,91,Human
955,858,12,33,Human
956,858,15,10,Human
957,858,5,13,Human
958,859,20,0,Human
959,859,7,7,Human
960,860,5,1,Human
961,861,26,9,Human
962,861,20,50,Human
963,861,13,10,Human
964,862,109,3,Human
965,862,5,3,Human
966,863,7,2,Human
967,863,20,0,Human
968,864,5,3,Human
969,865,20,0,Human
970,866,5,1,Human
971,867,20,0,Human
972,869,15,92,Human
973,869,110,1,Human
974,869,20,0,Human
975,870,13,1,Human
976,870,5,1,Human
977,871,15,0,Human
978,873,13,93,Human
979,873,20,0,Human
980,874,111,94,Human
981,874,14,50,Human
982,875,15,0,Human
983,875,3,6,Human
984,875,7,6,Human
985,876,5,1,Human
986,877,7,4,Human
987,878,7,18,Human
988,881,3,3,Human
989,884,98,95,Human
990,884,8,94,Human
991,885,5,13,Human
992,887,26,9,Human
993,887,5,3,Human
994,889,3,12,Human
995,889,61,8,Human
996,889,9,96,Human
997,890,5,3,Human
998,890,26,8,Human
999,890,8,9,Human
1000,892,5,1,Human
1001,894,9,5,Human
1002,894,5,1,Human
1003,895,4,4,Human
1004,895,4,97,Human
1005,895,2,98,Human
1006,896,9,99,Human
1007,896,5,1,Human
1008,897,4,9,Human
1009,897,8,100,Human
1010,898,7,9,Human
1011,898,4,9,Human
1012,899,112,29,Human
1013,899,5,1,Human
1014,899,4,0,Human
1015,900,7,9,Human
1016,901,113,3,Human
1017,901,5,13,Human
1018,901,4,76,Human
1019,901,8,8,Human
1020,902,4,18,Human
1021,903,5,13,Human
1022,903,4,9,Human
1023,904,41,22,Human
1024,904,4,6,Human
1025,905,4,6,Human
1026,905,7,9,Human
1027,906,2,2,Human
1028,906,8,8,Human
1029,907,7,9,Human
1030,907,4,6,Human
1031,908,7,9,Human
1032,911,4,9,Human
1033,911,4,7,Human
1034,912,5,3,Human
1035,913,4,9,Human
1036,916,5,2,Human
1037,918,5,1,Human
1038,918,25,0,Human
1039,920,25,0,Human
1040,920,4,9,Human
1041,921,12,6,Human
1042,921,114,7,Human
1043,921,25,71,Human
1044,922,4,7,Human
1045,923,5,13,Human
1046,923,4,9,Human
1047,923,4,101,Human
1048,925,4,18,Human
1049,927,9,2,Human
1050,930,4,9,Human
1051,931,115,9,Human
1052,931,34,3,Human
1053,932,4,7,Human
1054,934,41,32,Human
1055,936,8,8,Human
1056,938,8,8,Human
1057,942,116,7,Human
1058,942,117,1,Human
1059,944,118,6,Human
1060,945,15,3,Human
1061,947,15,13,Human
1062,948,5,1,Human
1063,951,5,13,Human
1064,952,15,10,Human
1065,953,5,102,Human
1066,953,7,12,Human
1067,955,5,3,Human
1068,957,5,3,Human
1069,957,7,9,Human
1070,959,20,2,Human
1071,959,5,103,Human
1072,960,15,10,Human
1073,960,25,13,Human
1074,961,20,0,Human
1075,961,5,13,Human
1076,963,25,13,Human
1077,964,5,1,Human
1078,966,15,10,Human
1079,966,26,8,Human
1080,966,5,1,Human
1081,966,2,0,Human
1082,967,15,2,Human
1083,968,5,1,Human
1084,969,7,9,Human
1085,970,5,1,Human
1086,971,20,0,Human
1087,971,15,4,Human
1088,972,75,104,Human
1089,973,2,7,Human
1090,973,5,1,Human
1091,973,8,8,Human
1092,974,15,3,Human
1093,974,4,6,Human
1094,975,8,20,Human
1095,975,2,2,Human
1096,976,119,1,Human
1097,976,8,20,Human
1098,978,2,7,Human
1099,981,84,9,Human
1100,984,7,9,Human
1101,984,2,6,Human
1102,986,25,0,Human
1103,988,1,2,Human
1104,989,4,7,Human
1105,990,2,9,Human
1106,990,1,1,Human
1107,992,20,2,Human
1108,992,8,8,Human
1109,993,1,3,Human
1110,993,7,2,Human
1111,994,2,7,Human
1112,994,8,12,Human
1113,995,1,1,Human
1114,997,1,1,Human
1115,998,1,1,Human
1116,998,41,105,Human
1117,999,2,4,Human
1118,1000,5,3,Human
1119,1000,3,7,Human
1120,1000,2,9,Human
1121,1001,1,8,Human
1122,1002,7,9,Human
1123,1002,25,0,Human
1124,1002,2,9,Human
1125,1002,5,1,Human
1126,1003,120,1,Human
1127,1003,1,106,Human
1128,1004,5,3,Human
1129,1004,2,9,Human
1130,1005,3,65,Human
1131,1005,2,9,Human
1132,1007,2,9,Human
1133,1007,4,6,Human
1134,1008,25,0,Human
1135,1009,1,2,Human
1136,1009,4,6,Human
1137,1010,2,67,Human
1138,1011,4,6,Human
1139,1011,1,2,Human
1140,1013,1,3,Human
1141,1014,5,13,Human
1142,1014,7,12,Human
1143,1014,26,7,Human
1144,1015,1,2,Human
1145,1016,7,107,Human
1146,1017,1,1,Human
1147,1018,1,4,Human
1148,1018,8,8,Human
1149,1019,121,1,Human
1150,1019,1,2,Human
1151,1020,4,108,Human
1152,1021,1,2,Human
1153,1021,1,0,Human
1154,1022,1,3,Human
1155,1024,25,9,Human
1156,1026,26,8,Human
1157,1028,15,0,Human
1158,1028,15,10,Human
1159,1029,2,6,Human
1160,1030,122,12,Human
1161,1030,4,12,Human
1162,1030,15,3,Human
1163,1031,123,7,Human
1164,1031,26,8,Human
1165,1031,15,10,Human
1166,1032,4,12,Human
1167,1033,7,76,Human
1168,1033,26,8,Human
1169,1033,15,4,Human
1170,1035,5,12,Human
1171,1039,5,3,Human
1172,1040,3,10,Human
1173,1040,15,10,Human
1174,1041,5,3,Human
1175,1042,15,3,Human
1176,1042,5,13,Human
1177,1043,20,0,Human
1178,1043,15,10,Human
1179,1044,5,1,Human
1180,1045,15,4,Human
1181,1045,20,0,Human
1182,1046,5,1,Human
1183,1047,20,0,Human
1184,1047,15,2,Human
1185,1047,7,9,Human
1186,1048,5,3,Human
1187,1048,4,12,Human
1188,1049,7,12,Human
1189,1050,9,109,Human
1190,1050,7,2,Human
1191,1050,15,3,Human
1192,1051,124,0,Human
1193,1051,26,12,Human
1194,1052,7,9,Human
1195,1053,15,10,Human
1196,1053,5,13,Human
1197,1053,25,0,Human
1198,1054,125,6,Human
1199,1054,15,3,Human
1200,1054,8,22,Human
1201,1055,5,1,Human
1202,1055,2,9,Human
1203,1056,3,22,Human
1204,1056,15,4,Human
1205,1056,5,3,Human
1206,1057,3,4,Human
1207,1058,15,10,Human
1208,1058,5,1,Human
1209,1059,15,2,Human
1210,1059,8,12,Human
1211,1060,20,0,Human
1212,1060,14,110,Human
1213,1061,15,3,Human
1214,1061,126,7,Human
1215,1062,5,3,Human
1216,1062,14,111,Human
1217,1062,15,10,Human
1218,1064,5,1,Human
1219,1064,13,1,Human
1220,1065,5,112,Human
1221,1066,2,9,Human
1222,1067,34,0,Human
1223,1068,15,10,Human
1224,1069,15,0,Human
1225,1069,3,6,Human
1226,1069,5,13,Human
1227,1070,13,1,Human
1228,1070,4,7,Human
1229,1071,72,7,Human
1230,1071,15,2,Human
1231,1071,7,12,Human
1232,1075,34,2,Human
1233,1075,20,113,Human
1234,1075,26,20,Human
1235,1078,7,9,Human
1236,1078,20,4,Human
