agent_id,source_id,route_id,probability,free_flow_time,edges
2,carIn80064:1,1,0.0012456900124569,170.10683596816,128361109#1 128361109#3 128361109#4 -201238726#1 -201238726#0 -201238726#0.98 -10427692#8 -10427692#7 -10427692#6 -10427692#5 -10427692#4 -10427692#3 -10427692#2 -10427692#1 18809672#0 18809672#2 18809672#5 18809672#6 -170425366#6 -18809672#4 -18809672#1 10427692#0 10427692#2 10427692#3 10427692#4 10427692#5 10427692#6 10427692#7 10427692#7.50 10427692#8 201238726#0 201238726#0.117 201238726#1 201238719#0 170018165#0 170018165#1 170018165#2 170018165#2.175 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358254#1
3,randUni10474:1,0,7.3e-07,173.013207207643,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -22716069#2 -22716069#1 25145014#0 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 10427692#0 10427692#2 10427692#3 10427692#4 10427692#5 10427692#6 10427692#7 10427692#7.50 10427692#8 201238726#0 201238726#0.117 201238726#1 201238719#0 170018165#0 170018165#1 170018165#2 170018165#2.175 306240162#0
3,randUni10474:1,1,0.99999927,170.967895778535,124812856#0 124812856#1 201956821#0 201956821#1.68 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -28111977#10 -28111977#9 -25187893 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 10427692#0 10427692#2 10427692#3 10427692#4 10427692#5 10427692#6 10427692#7 10427692#7.50 10427692#8 201238726#0 201238726#0.117 201238726#1 201238719#0 170018165#0 170018165#1 170018165#2 170018165#2.175 306240162#0
4,carIn60260:1,0,0.99651706,43.3981549423225,315358254#0 -612075153#1 -612075153#0 399835085#0 399835085#1
4,carIn60260:1,1,0.00348294,145.09566677643,315358254#0 -315358257#2 -315358257#0.26 -201089420#1 -201201945#8 -201201945#7 -201201945#6 -201201945#2 -136436468#2 26677213#0 201950259#0 201950259#4 -25117391#2 -25117391#1 315358257#0 315358257#0.43 -612075153#1 -612075153#0 399835085#0 399835085#1
5,randUni14624:1,0,0.99929335,190.795340166304,315358244 164078530 379897806 315358250#0 315358250#1 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 129379918#0 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 4942389#0 4942389#1 202092675 315358245.27 -160314345#4 -160314345#3 24634414#2 24634414#3 24634414#4 24634414#5 24634414#5.51 32999434#0 201089423#0 201089423#2 32124744 32124743 285716192#0 285716192#0.83 201963535 104010354 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -25149001#5 -25149001#4
5,randUni14624:1,1,0.00070665,169.509199792228,315358244 164078530 379897806 315358250#0 315358250#1 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 129379918#0 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 4942389#0 4942389#1 202092675 315358245.27 315358248#0 315358253#0 315358253#1 315358253#2 168702039#1 32999434#0 201089423#0 201089423#2 32124744 32124743 285716192#0 285716192#0.83 201963535 104010354 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -25149001#5 -25149001#4
6,carIn77943:1,0,0.83063122,144.727906713441,124812856#0 124812856#1 201956821#0 201956821#1.68 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -28111977#10 -28111977#9 -25187893 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
6,carIn77943:1,1,0.09860986,146.569474442045,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 25145013#0 -25145012#6 -25145012#5 -25145012#4 -25145012#3 -25187889 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
6,carIn77943:1,2,0.068548,140.972642188625,124812856#0 124812856#1 201956821#0 201956821#1.68 201963537#1 -164051413 -653473569#5 25145013#0 25145013#1 -233675413#8 -233675413#6 -233675413#3 -233675413#2 -233675413#1 -233675413#0 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
6,carIn77943:1,3,0.00221092,146.773218142549,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -22716069#2 -22716069#1 25145014#0 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
7,carIn28951:1,0,0.661892166618922,133.607631389489,10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -22716069#2 -22716069#1 -22716069#0 -233675413#1 -233675413#0 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
7,carIn28951:1,1,0.113929691139297,138.312499945983,10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -28111977#10 -28111977#9 -25187893 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
7,carIn28951:1,2,0.106631791066318,134.557235421166,10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 25145013#0 25145013#1 -233675413#8 -233675413#6 -233675413#3 -233675413#2 -233675413#1 -233675413#0 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
7,carIn28951:1,3,0.0779571607795716,131.176385889129,10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 25145013#0 -25145012#6 -25145012#5 -25145012#4 -25145012#3 -25145012#2 -25145012#1 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
7,carIn28951:1,4,0.0395891903958919,144.655867530598,10425609#0 10425609#1 201963537#1 104010475#0 104012170 104010460#1 202070434#0 202070434#2 27920078#0 27920078#1 201963535 -104010328 -25145012#6 -25145012#5 -25145012#4 -25145012#3 -25187889 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
8,carIn81046:1,0,0.63448269,144.727906713441,124812856#0 124812856#1 201956821#0 201956821#1.68 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -28111977#10 -28111977#9 -25187893 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
8,carIn81046:1,1,0.36551731,146.773218142549,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -22716069#2 -22716069#1 25145014#0 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
9,h15454c2:3,0,0.942249089422491,113.234211179072,24608844 32124634 32124637#1 168702040#1 168702040#2 168702040#3 168702040#4 -315358253#2 -315358253#1 -315358253#0 -315358248#1 -160314345#4 -24634417 386687239#1 28361235#0 202092675 315358245.27 315358248#0 315358253#0 315358253#1 315358253#2 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857518#1 32978638#0
9,h15454c2:3,1,0.0452050404520504,133.479966500639,24608844 32124634 32124637#1 168702040#1 168702040#2 168702040#3 168702040#4 -315358253#2 -315358253#1 -315358253#0 -315358248#1 -160314345#4 -160314345#3 -160314345#2 24634413#1 24634413#2 37386279 24634414#5 24634414#5.51 32999110#0 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857518#1 32978638#0
9,h15454c2:3,2,0.0125411701254117,29.6110487391501,24608844 32124634 32124637#1 51857518#1 32978638#0
9,h15454c2:3,3,4.700000047e-06,135.741187187618,24608844 32124634 32124637#1 168702040#1 168702040#2 -24608846#1 -24608846#0 -160314345#5 -160314345#4 -160314345#3 24634414#2 24634414#3 24634415 -24634415 -24634414#3 24634416 315358253#1 315358253#2 402600768#0 402600768#1 51857517#0 51857517#0.33 51857517#1 51857518#1 32978638#0
10,h12244c1:3,0,0.93853794,139.652616356765,315358244 379897807 137685155#0 129379968 -201950263#10 -201950263#6 -201950259#6 -201950259#3 -26677213#5 136436468#1 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 201201950#3 201201950#4 386687239#0 386687239#1 202092676#0 386687235
10,h12244c1:3,1,0.05629854,73.2253419726422,315358244 164078530 379897806 315358250#0 315358250#1 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 129379918#0 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 386687235
10,h12244c1:3,2,0.00516327,137.274185700198,315358244 164078530 379897806 315358250#0 315358250#1 129379968 -201950263#10 26677542#0 26677542#1 201950250#0 201950250#1 201950250#2 40888351#0 40888351#1 40888351#3 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 386687235
10,h12244c1:3,3,2.5e-07,140.261087588383,315358244 164078530 379897806 315358250#0 315358250#1 129379921#0 129379921#1 129379920#0 129379920#1 315358246 129379922 315358252#0 129379918#0 129379925 315358242#0 315358242#1 315358242#2 315358242#3 315358251#1 136436466 4942389#0 4942389#1 202092675 315358245.27 315358248#0 315358253#0 315358253#1 315358253#2 168702039#1 -24634414#5 -24634414#4 -24634414#3 24634416 -315358253#0 -315358248#1 -315358245 -202092675.36 -4942389#1 -4942389#0 386687235
11,carIn48184:1,0,0.480032934800329,195.453826196589,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 -201201945#8 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 24634413#0 24634413#1 24634413#2 37386279 -24634414#4 -24634414#3 24634416 -315358253#0 -315358248#1 -315358245 -202092675.36 -4942389#1 -4942389#0 386687235
11,carIn48184:1,1,0.358764393587644,170.034096317596,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 40888359 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 201201950#3 24634414#1 160314345#3 -24634417 386687239#1 202092676#0 386687235
11,carIn48184:1,2,0.0917752509177525,159.873193297141,-306240162#1 -170018165#3 -170018165#2.164 -170018165#2.210 -170018165#1 -170018165#0 137133006#0 137133006#1 -201238726#1 -201238726#0 -201238726#0.98 -24634510#18 -24634510#15 -24634510#8 -24634510#6 -138300620#6 176550249#3 176550249#4 201201950#0 201201950#1 201201950#2 201201950#3 201201950#4 386687239#0 386687239#1 202092676#0 386687235
11,carIn48184:1,3,0.0694274206942742,161.658764327349,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 -201201945#8 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 201201950#3 -24634414#0 -40888350 201950247#7 201950247#8 315358242#3 315358251#1 136436466 386687235
12,carIn77438:1,0,0.9502953,144.727906713441,124812856#0 124812856#1 201956821#0 201956821#1.68 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -28111977#10 -28111977#9 -25187893 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
12,carIn77438:1,1,0.0497047,146.773218142549,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -22716069#2 -22716069#1 25145014#0 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
13,carIn22761:1,0,0.65789100342109,96.6645895943804,-306240162#1 -170018165#3 -170018165#2.164 -170018165#2.210 -170018165#1 -224892361#8 -224892361#6 -224892361#2 -224892361#1 286646456#1 315358255#0 -612075153#1 -612075153#0 399835085#0 399835085#1
13,carIn22761:1,1,0.34210899657891,70.8946435602515,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -612075153#1 -612075153#0 399835085#0 399835085#1
14,carIn82220:1,0,0.39427757,166.424854780809,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 -201201945#8 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 24634413#0 160314345#2 160314345#3 160314345#4 -315358245 -202092675.36 -4942389#1 -4942389#0 386687235
14,carIn82220:1,1,0.2987008,284.314985347074,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 -201201945#8 -201201945#7 -201201945#6 -201201945#2 -136436468#2 26677213#0 26677214#0 26677214#3 54169231#0 54169231#1 54169231#2 26677216#1 26677216#2 26677216#3 23166741#5 -174800513 201201950#0 201201950#1 201201950#2 24634413#0 24634413#1 24634413#2 37386279 -24634414#4 -24634414#3 24634416 -315358253#0 -315358248#1 -315358245 -202092675.36 -4942389#1 -4942389#0 386687235
14,carIn82220:1,2,0.28724133,170.034096317596,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 40888359 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 201201950#3 24634414#1 160314345#3 -24634417 386687239#1 202092676#0 386687235
14,carIn82220:1,3,0.0197803,163.532660539761,-306240162#1 -170018165#3 -170018165#2.164 -170018165#2.210 -170018165#1 -170018165#0 137133006#0 137133006#1 -201238726#1 -201238726#0 -201238726#0.98 -24634510#18 -24634510#15 -24634510#8 -24634510#6 -24634510#5 -24634510#0 201238724 201238718#1 201201950#0 201201950#1 201201950#2 201201950#3 201201950#4 386687239#0 386687239#1 202092676#0 386687235
15,h19804c1:3,0,1,144.727906713441,124812856#0 124812856#1 201956821#0 201956821#1.68 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -28111977#10 -28111977#9 -25187893 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
16,carIn86816:1,0,0.302032893020329,134.756659467243,128361102#0 285549250#0 201963533#0 201963533#1 201963533#4 201963533#5 128906555 233675413#0 233675413#1 22716069#0 22716069#1 22716069#2 653473569#2 653473569#3 653473569#5 164051413 124812857#0 201956811#0
16,carIn86816:1,1,0.697967106979671,140.673866090713,128361102#0 285549250#0 201963533#0 201963533#1 201963533#4 201963533#5 -26642362#5 -26642362#3 -26642362#2 -25145014#4 -25145014#3 -25209894#1 25145012#0 25145012#1 25145012#2 -25187889 -25145014#0 22716069#1 25145012#5 25145012#6 25145012#7 104010354 124812857#0 201956811#0
17,carIn462:1,0,0.488726835112732,195.453826196589,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 -201201945#8 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 24634413#0 24634413#1 24634413#2 37386279 -24634414#4 -24634414#3 24634416 -315358253#0 -315358248#1 -315358245 -202092675.36 -4942389#1 -4942389#0 386687235
17,carIn462:1,1,0.352596716474033,170.034096317596,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 40888359 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 201201950#3 24634414#1 160314345#3 -24634417 386687239#1 202092676#0 386687235
17,carIn462:1,2,0.0936647590633524,159.873193297141,-306240162#1 -170018165#3 -170018165#2.164 -170018165#2.210 -170018165#1 -170018165#0 137133006#0 137133006#1 -201238726#1 -201238726#0 -201238726#0.98 -24634510#18 -24634510#15 -24634510#8 -24634510#6 -138300620#6 176550249#3 176550249#4 201201950#0 201201950#1 201201950#2 201201950#3 201201950#4 386687239#0 386687239#1 202092676#0 386687235
17,carIn462:1,3,0.0650116893498831,161.658764327349,-306240162#1 -224251776#1 224251774#0 224251774#1 286646456#0 286646456#1 315358255#0 -315358257#2 -315358257#0.26 -201089420#1 -201201945#8 -201201945#7 -201201945#6 -201201945#2 -201201945#1 -201201945#0 -201201945#0.78 -174800513 201201950#0 201201950#1 201201950#2 201201950#3 -24634414#0 -40888350 201950247#7 201950247#8 315358242#3 315358251#1 136436466 386687235
18,carIn767:1,0,0.265511847344882,172.809463507139,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 25145013#0 -25145012#6 -25145012#5 -25145012#4 -25145012#3 -25187889 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 10427692#0 10427692#2 10427692#3 10427692#4 10427692#5 10427692#6 10427692#7 10427692#7.50 10427692#8 201238726#0 201238726#0.117 201238726#1 201238719#0 170018165#0 170018165#1 170018165#2 170018165#2.175 306240162#0
18,carIn767:1,1,0.539033734609663,173.013207207643,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -22716069#2 -22716069#1 25145014#0 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 10427692#0 10427692#2 10427692#3 10427692#4 10427692#5 10427692#6 10427692#7 10427692#7.50 10427692#8 201238726#0 201238726#0.117 201238726#1 201238719#0 170018165#0 170018165#1 170018165#2 170018165#2.175 306240162#0
18,carIn767:1,2,0.195454418045456,169.9440927368,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 25145013#0 -25145012#6 -25145012#5 -25145012#4 -25145012#3 -25145012#2 -25145012#1 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 10427692#0 10427692#2 10427692#3 10427692#4 10427692#5 10427692#6 10427692#7 10427692#7.50 10427692#8 201238726#0 201238726#0.117 201238726#1 201238719#0 170018165#0 170018165#1 170018165#2 170018165#2.175 306240162#0
19,carIn107842:1,0,0.798490137984901,144.727906713441,124812856#0 124812856#1 201956821#0 201956821#1.68 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -28111977#10 -28111977#9 -25187893 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
19,carIn107842:1,1,0.094291600942916,146.569474442045,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 25145013#0 -25145012#6 -25145012#5 -25145012#4 -25145012#3 -25187889 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
19,carIn107842:1,2,0.0838198708381987,146.369499851777,124812856#0 124812856#1 201956821#0 201956821#1.68 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -653473569#1 -653473569#0 -653473568#1 -28111977#10 25187895#0 25187895#1 -25145012#1 -25145012#0 25209894#1 25145014#3 25145014#4 26642362#2 26642362#3 26642362#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
19,carIn107842:1,3,0.0233983902339839,146.773218142549,124812856#0 124812856#1 201956821#0 201956821#1.68 201956811#0 10425609#0 10425609#1 201963537#1 -164051413 -653473569#5 -653473569#4 -653473569#2 -22716069#2 -22716069#1 25145014#0 25145014#1 25187891 -136728347#4 -201963533#5 -201963533#4 -201963533#1 -201963533#1.120 -201963533#1.145 -201963533#0 -285549250#1 -128361102#1
20,h645c1:1,0,0.83977573,113.759539236861,266565295#5 32999435 32124637#0 32124637#1 168702040#1 168702040#2 168702040#3 168702040#4 -315358253#2 -315358253#1 -315358253#0 -315358248#1 -315358245 -202092675.36 -4942389#1 -4942389#0 -136436466 -315358251#1 -315358251#0 -315358242#2 -315358242#1 -315358242#0 -129379925 -129379918#1 -315358252#1 -129379922 -315358246 -129379920#1 -129379920#0 -129379921#1 -129379921#0 -315358250#1 -315358250#0 -379897806 -164078530 -315358244
20,h645c1:1,1,0.16021388,184.879757518558,266565295#5 32999435 32124637#0 32124637#1 168702040#1 168702040#2 -24608846#1 -24608846#0 -160314345#5 -315358245 -202092675.36 -4942389#1 -4942389#0 -136436466 -315358251#1 -315358251#0 -315358242#2 -315358242#1 -315358242#0 -129379925 -40888351#6 -26677416#7 26677539 -201950250#1 -201950250#0 -26677542#1 -26677542#0 201950263#7 129379967#0 -315358250#1 -315358250#0 -379897806 -164078530 -315358244
20,h645c1:1,2,1.039e-05,164.753903289177,266565295#5 32999435 32124637#0 32124637#1 168702040#1 168702040#2 168702040#3 168702040#4 -315358253#2 -315358253#1 -315358253#0 -315358248#1 -315358245 -202092675.36 -4942389#1 -4942389#0 -136436466 -315358251#1 -315358251#0 -201950247#8 -201950247#7 -201950247#6 -201950247#5 -201950247#4 -53396619#4 -53396619#3 -40888354#2 -40888354#1 -40888354#0 40888351#1 40888351#3 -129379918#1 -315358252#1 -129379922 -315358246 -129379920#1 -129379920#0 -129379921#1 -129379921#0 -315358250#1 -315358250#0 -379897806 -164078530 -315358244
