origins,destinations,path,free_flow_time,route_id
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,394443151#1,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,-36288851#2,-36288851#1,-36288851#0,394446867#0,394446867#1,710476653#0,710476653#1,710476654,-36934835#1,-36934835#0,36936220,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.6936015378326292,8e90ee9e7abe73b663f44074af7191ea335286c3816fc98fdad850bcf3ac59ab
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884377,1338884376,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,-196288048,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,-36288851#2,-36288851#1,-36288851#0,394446867#0,394446867#1,710476653#0,710476653#1,710476654,-36934835#1,-36934835#0,36936220,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.7275588793934964,c46137cf62336a45b78b3be49f25bf4a7637bb926ced0591bee8524a367c35ef
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,394443151#1,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,36288851#3,36933307#0,36933306,36284386#1,36933240,394446867#1,710476653#0,710476653#1,710476654,-36934835#1,-36934835#0,36936220,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.7804505899084635,536838b3f34266ab6d0bbbeed2ead1da4ecb56b14eaeb16559f5bea1da215ef6
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,394443151#1,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,-36288851#2,-36288851#1,-36288851#0,394446867#0,394446867#1,710476653#0,710476653#1,710476654,-36934835#1,-36934835#0,39820661#0,36936262#0,36936262#1,918716574#2,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.790739507802226,cdb18e887404cb16bcb5e77884bd7751d0d035d2fa3c8a4fb1386d5f1e6be31f
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,394443151#1,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,39820664#10,39820664#1,243836885,243836889,56080983,35801882#4,35802071#0,36285797#0,-36284844,394446867#0,394446867#1,710476653#0,710476653#1,710476654,-36934835#1,-36934835#0,36936220,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.5600882188981435,3ad1dcbd369be6d47ff6208143f4f3143064e94217e99d139e864f4f8eadaeab
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,-165170994#6,165171448#0,165171448#1,165170815#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,-648178450#1,-648178450#0,648178453#0,648178452#0,648178452#1,648178452#2,599886761#1,394446873#0,394446869,394446872#1,35802343#1,35802343#2,35802343#3,918828156#0,918828156#1,1238426234#0,1238426234#1,319058600#0,35801699#0,35801699#1,-698018295#2,215094374,-698018295#0,-1339478328#0,-319058604#1,-319058604#0,332885554,710476653#1,710476654,-36934835#1,-36934835#0,36936220,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.9263619720503367,5f686ecd039a1d516caeaca8d4a670955775ccd199d9a9528a5df854c6401d6c
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,394443151#1,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,-36288851#2,36284386#0,36284386#1,36933240,394446867#1,710476653#0,710476653#1,710476654,-36934835#1,-36934835#0,39820661#0,36936262#0,36936262#1,918716574#2,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.7906315164415347,f19c5370d6912333e1ca57ab4abf3b005ea3ef422df11543b6434fc2068c5291
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,394443151#1,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,36288851#3,36933307#0,36933307#1,153730928,36284386#3,36284386#4,36284386#5,36284386#6,36934854#0,36934854#1,918716574#0,918716574#1,918716574#2,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",4.074504115986089,e9ebb551b6774486d310316055fef3102bb3bb71e5b0cd582b8f5e50f326ed2b
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,-196288048,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,-36288851#2,-36288851#1,-36288851#0,394446867#0,394446867#1,710476653#0,710476653#1,710476654,-36934835#1,-36934835#0,36936220,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.712279851490706,3b4e6c61031c9443d459bc70cf7df3ce82371fa1aa20c89a1c1d1d359c992a9c
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,-165170994#6,165171448#0,165171448#1,165170815#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884371#0,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,394443151#1,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,36288851#3,36933307#0,36933307#1,153730928,36284386#3,36284386#4,36284386#5,36284386#6,36934854#0,36934854#1,-918716575,918716573,156480737#0,394456380,37050590,918716574#1,918716574#2,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",4.193281362007847,137dfcbac2996ac45857e708bd790f13d0cf11c11b2d481d804085b80a634484
-165171783#1,37052930,"165171783#1,165171783#2,1371061454,319058613#0,319058613#1,319058613#2,165170673#0,165170673#1,165170673#2,1338884371#8,1338884377,1338884376,1338884371#1,1338884371#2,1338884373,-509025806#2,-509025806#1,-509025806#0,-1238948418#0,509033674#0,509033674#1,394443151#0,394443151#1,394443151#2,153732964,-269702559,-36933151#0,36933113,39820664#9,36933223,36933282#0,36933282#1,-36288851#2,-36288851#1,-36288851#0,394446867#0,394446867#1,710476653#0,710476653#1,710476654,-36934835#1,-36934835#0,39820661#0,36936262#0,36936262#1,918716574#2,37051113#0,37051113#1,1119245072,37056055#1,319058606,37052930",3.8060185357050162,dc9be5319ee37e424991ab257b5cf7f6785bcc18b6d1fe77c147e3791146a1cf
-1339478328#0,-156460683#5,"319058604#2,1339478328#1,698018295#1,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,-394456359#1,-394456359#0,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.3780435284264887,19186a74baf6bd8a9a883eef4237833c29a64bb5ef22c32c663434a9c839b59c
-1339478328#0,-156460683#5,"319058604#2,1339478328#1,698018295#1,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,36292768#2,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.367568366439448,92831effd4374a1defc659c9db20914a3c1c99a0dfb8d601aa7da8faa7b7005a
-1339478328#0,-156460683#5,"319058604#2,1339478328#1,-215094374,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,710478629#0,710478629#1,36287006,13937774#0,13937774#1,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,-394456359#1,-394456359#0,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.6210480880617175,d1798a8cbebfe60bbb0dc3d95bda76a4ab3b215dd8acbde1167d8d07e7ef495a
-1339478328#0,-156460683#5,"319058604#2,-1339478328#0,-319058604#1,-319058604#0,332885552,-394446867#1,-394446867#0,36284844,-36285797#0,-35802071#0,35801882#1,-319058600#1,35801699#0,35801699#1,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,-394456359#1,-394456359#0,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",4.265972494109235,549f911dada844613f5f7f6c85e5c8b29e3c5925531174a1e5c912955dfca417
-1339478328#0,-156460683#5,"319058604#2,1339478328#1,-215094374,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,-1165362989,-1165362990#1,-1165362990#0,-319058623#0,707542552,697627696,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,36292768#2,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.675210978052102,a0dc7b7db63e17cef2f7a4c1bfb8d98cb3d94221dbe77b4bf12ac500323da572
-1339478328#0,-156460683#5,"319058604#2,1339478328#1,698018295#1,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,-1165362989,-1165362990#1,-1165362990#0,-319058623#0,707542552,697627696,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,36292768#2,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.5535167135932584,5981056543d449cf97a6020378d981c49181e2db1ab5af0f62b7ccd4dd4f32b1
-1339478328#0,-156460683#5,"-1339478328#0,319058604#2,-339940214,-36285797#0,-35802071#0,35801882#1,-319058600#1,35801699#0,-339700984,35801597#3,35801597#4,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,36292768#2,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",4.213536688973646,ddcb27955522914ea525795ee7cbdb51262a490e10ba5b2e7f8574e3522c242d
-1339478328#0,-156460683#5,"-1339478328#0,319058604#2,1339478328#1,698018295#1,698018295#2,-35801699#1,-339700984,35801597#3,35801597#4,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,36292768#2,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",4.073699875918689,b8303d3c7ec55dc6cba1900fbceb0a1d89ba6708270ffc2a20993532a76255eb
-1339478328#0,-156460683#5,"319058604#2,1339478328#1,-215094374,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,710478629#0,710478629#1,710478296,1237369283,13937774#0,13937774#1,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,36292768#2,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.7796154026765487,94a17e15a18090d764e8b2c867115141dcfcf871d9337af9c441d74ad1903f5f
-1339478328#0,-156460683#5,"-1339478328#0,319058604#2,1339478328#1,698018295#1,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,36292768#2,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.5185162906055143,915eefe7f985b422f73a9940f5224e59073704c2865ea017c244d7e116cf2d46
-1339478328#0,-156460683#5,"-1339478328#0,319058604#2,1339478328#1,-215094374,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,-394456359#1,-394456359#0,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.6506857170513984,ab3d716e29c595ae72b8b376d0ff1e982ef90166ed10e51241a97c150a5e9362
-1339478328#0,-156460683#5,"-1339478328#0,319058604#2,1339478328#1,-215094374,698018295#2,698018295#3,35802097#0,35802097#1,35802097#2,35802097#3,35802097#4,35802097#5,314422857,710476923,319058591,697627694#0,697627694#1,187827289,1119245073,155153634#0,155153634#1,155153634#2,1119243206,36292768#0,36292768#1,36292768#2,36292830#1,36292830#2,697704135,156460681#0,37054132,-156460683#5",3.6402105550643578,e6dbddabef354e9eb383beb0f3ac8f2c9de6ff500578a05f22c4aee1632148e4
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,-1119245060#1,-1119245060#0,37049908,-1024000539#2,-1024000539#1,-1024000539#0,319058602#1,-270968314,-394456356#1,-394456356#0,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",2.229781617470602,6d4b30a80dfff7caaf9dfd4ae0f9267bb5c2ace0da71e8da57825e71c6f23b00
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,319058602#1,-270968314,-394456356#1,-394456356#0,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",1.8452243820494363,40f7336cac220fe142f67ba5619250dd2f93f4018889464cb79c1c5ee4dd34a5
-1119245057#1,-153730010#2,"1119245057#1,-1119245057#1,-1119245057#0,1119245060#2,-156460680#1,-1024000539#0,319058602#1,-270968314,-394456356#1,-394456356#0,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",2.1230261579073675,8d04e65c9f339d7a4ff54c10ca29862045d68e09fd56b81b1d8057dc0c53209d
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,1119245060#2,-156460680#1,-1024000539#0,319058602#1,36294383#0,37055563#0,332885734#0,332885734#1,332885734#2,37055217#1,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",2.205321574274058,26165aba385a7900cc57a8c2b2745231c6b9d6e8c1ff790baf8e46caa03d47b0
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,1119245060#2,-156460680#1,-1024000539#0,319058602#1,-270968314,-394456356#1,-394456356#0,319058589#0,319058589#1,319058589#2,319058589#3,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",2.05561555075594,9e4623ee86f591cc35b52d7b3dac5a6b837b881928a541ea592e7312f54f0009
-1119245057#1,-153730010#2,"1119245057#1,-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,319058602#1,36294383#0,36294383#1,36294383#2,36294383#3,36294383#4,36294383#5,36294383#6,36294383#7,36294383#8,36294383#9,36294383#10,406210870,36295293#0,37066008,-37055563#2,-37055563#1,332885734#0,332885734#1,332885734#2,37055217#1,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",3.854451643868491,7404f7f7ffce2debab59833d02ffd36e7c5a3d5a64de7cbcfc44056aaba670bd
-1119245057#1,-153730010#2,"-1119245057#1,-1119245057#0,1119245060#2,1119245061,319058602#0,319058602#1,36294383#0,37055563#0,332885734#0,332885734#1,332885734#2,37055217#1,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",1.9949304055675545,823ab4ff639701a75ff7e44c5152dfe4fbdf5b0b76cf27ad70db2cf5ba500168
-1119245057#1,-153730010#2,"1119245057#1,-476687231#3,-37051872#1,-37051872#0,36293459#10,1119245060#0,1119245060#1,1119245060#2,1119245061,319058602#0,319058602#1,36294383#0,37055563#0,332885734#0,332885734#1,332885734#2,37055217#1,-859785184,36950447#0,36950447#1,-1239117016#2,-1239117016#1,-1239117016#0,-37088673#1,-153730010#2",2.216786657067435,f7f350fc72e1f9d3d13bfbbb5318e0c708f57751d5ab009e5b9e4b5ea577cce0
